team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MTL,2024,MTL,MTL,Team Level,5on4,52,0.87,0.85,0.84,14352.0,189.62,23.21,16.56,41.19,6.15,110.44,57.46,22.27,23.21,22.27,161.0,94.0,85.0,340.0,26.0,19.0,6.0,29.0,1.0,103.0,77.0,135.0,229.0,11.0,22.0,119.0,12.0,15.0,45.0,171.0,56.0,28.0,4.7,6.71,11.81,6.0,7.0,13.0,340.0,255.0,255.0,2.0,4.28,5.47,6.17,21.32,21.32,20.56,35.4,3.56,1.97,5.63,1.28,12.2,24.37,3.51,3.56,3.51,39.0,10.0,11.0,60.0,4.0,1.0,0.0,1.0,0.0,12.0,31.0,35.0,45.0,9.0,16.0,134.0,39.0,15.0,20.0,35.0,9.0,5.0,0.97,1.06,1.53,2.0,1.0,1.0,60.0,49.0,49.0,17.0,0.46,0.09,0.09,3.92,3.92,3.87
DAL,2024,DAL,DAL,Team Level,other,52,0.55,0.49,0.48,7271.0,80.47,22.36,5.59,14.77,2.76,40.81,24.72,21.23,22.36,21.23,80.0,31.0,57.0,168.0,23.0,10.0,1.0,17.0,1.0,32.0,28.0,57.0,88.0,3.0,6.0,77.0,19.0,9.0,22.0,50.0,28.0,33.0,1.96,3.72,16.68,3.0,3.0,17.0,168.0,111.0,111.0,9.0,1.59,2.19,2.19,21.76,21.76,20.77,85.77,18.6,6.57,14.98,3.06,51.83,23.97,17.54,18.6,17.54,68.0,51.0,53.0,172.0,15.0,7.0,0.0,11.0,1.0,51.0,34.0,53.0,104.0,2.0,4.0,71.0,26.0,16.0,17.0,63.0,30.0,26.0,2.36,3.77,12.47,2.0,4.0,9.0,172.0,119.0,119.0,7.0,1.89,1.34,1.34,19.15,19.15,18.39
DAL,2024,DAL,DAL,Team Level,all,52,0.55,0.53,0.52,188324.0,1678.23,177.68,111.85,406.97,56.79,889.89,640.82,169.11,177.94,169.39,1557.0,727.0,959.0,3243.0,167.0,191.0,17.0,313.0,8.0,736.0,869.0,1390.0,2117.0,150.0,320.0,1601.0,785.0,254.0,831.0,1584.0,510.0,190.0,47.36,64.8,65.51,55.0,56.0,56.0,3266.44,2284.0,2298.08,404.0,24.96,37.63,37.63,165.01,165.43,161.16,1548.32,145.37,100.93,375.28,51.27,831.47,606.68,140.1,145.2,139.91,1390.0,721.0,787.0,2898.0,129.0,137.0,17.0,298.0,3.0,654.0,890.0,1261.0,1982.0,164.0,354.0,1472.0,1315.0,265.0,822.0,1556.0,400.0,155.0,44.76,48.12,52.49,48.0,47.0,34.0,2877.16,2111.0,2097.85,363.0,22.32,28.54,28.54,139.16,138.86,136.22
DAL,2024,DAL,DAL,Team Level,5on5,52,0.53,0.52,0.51,152119.0,1299.38,115.12,81.42,330.96,44.0,686.8,508.7,111.28,115.38,111.56,1194.0,573.0,756.0,2523.0,112.0,142.0,11.0,239.0,4.0,569.0,701.0,1082.0,1655.0,131.0,280.0,1257.0,728.0,225.0,734.0,1278.0,384.0,105.0,38.5,48.94,27.68,51.0,42.0,19.0,2546.44,1767.0,1781.08,361.0,16.92,24.5,25.07,106.97,107.39,105.8,1250.58,103.81,76.84,316.02,41.16,664.7,502.47,100.68,103.64,100.5,1111.0,594.0,652.0,2357.0,91.0,109.0,16.0,249.0,2.0,510.0,744.0,1020.0,1614.0,151.0,326.0,1138.0,1228.0,227.0,732.0,1287.0,317.0,101.0,37.19,37.83,28.79,38.0,38.0,15.0,2336.16,1705.0,1691.85,335.0,15.93,22.35,22.35,97.39,97.09,95.76
DAL,2024,DAL,DAL,Team Level,4on5,52,0.15,0.15,0.18,13365.0,40.0,3.56,1.85,6.16,1.2,12.54,27.7,3.42,3.56,3.42,45.0,8.0,4.0,57.0,3.0,3.0,1.0,6.0,0.0,8.0,33.0,42.0,50.0,5.0,10.0,111.0,22.0,9.0,30.0,38.0,10.0,5.0,1.09,1.16,1.3,0.0,2.0,1.0,57.0,53.0,53.0,27.0,0.43,0.53,0.53,3.45,3.45,3.35,174.48,20.03,15.69,38.16,5.83,102.92,54.38,18.97,20.03,18.97,166.0,71.0,81.0,318.0,19.0,20.0,1.0,36.0,0.0,88.0,74.0,147.0,218.0,9.0,20.0,135.0,19.0,7.0,51.0,171.0,39.0,27.0,4.44,4.66,10.92,6.0,4.0,9.0,318.0,237.0,237.0,3.0,4.08,4.66,4.66,19.45,19.45,18.91
DAL,2024,DAL,DAL,Team Level,5on4,52,0.93,0.91,0.88,15569.0,258.37,36.65,22.99,55.08,8.84,149.74,79.71,33.18,36.65,33.18,238.0,115.0,142.0,495.0,29.0,36.0,4.0,51.0,3.0,127.0,107.0,209.0,324.0,11.0,24.0,156.0,16.0,11.0,45.0,218.0,88.0,47.0,5.82,10.98,19.85,1.0,9.0,19.0,495.0,353.0,353.0,7.0,6.02,10.41,9.83,32.83,32.83,31.24,37.48,2.94,1.83,6.12,1.23,12.02,25.87,2.9,2.94,2.9,45.0,5.0,1.0,51.0,4.0,1.0,0.0,2.0,0.0,5.0,38.0,41.0,46.0,2.0,4.0,128.0,42.0,15.0,22.0,35.0,14.0,1.0,0.77,1.87,0.3,2.0,1.0,1.0,51.0,50.0,50.0,18.0,0.43,0.19,0.19,3.17,3.17,3.15
SJS,2024,SJS,SJS,Team Level,other,54,0.45,0.55,0.55,6996.0,111.64,20.35,8.29,21.18,3.82,67.2,34.17,18.6,20.35,18.6,104.0,51.0,66.0,221.0,20.0,9.0,2.0,18.0,0.0,72.0,36.0,84.0,135.0,3.0,6.0,86.0,18.0,8.0,13.0,90.0,37.0,28.0,3.01,4.22,13.11,3.0,5.0,12.0,221.0,155.0,155.0,9.0,2.54,2.72,2.72,20.16,20.16,18.64,91.23,25.26,6.93,17.1,3.64,43.73,28.33,23.93,25.26,23.93,86.0,39.0,56.0,181.0,23.0,11.0,0.0,14.0,1.0,41.0,35.0,63.0,102.0,4.0,16.0,95.0,18.0,7.0,20.0,60.0,27.0,38.0,2.52,3.35,19.4,4.0,5.0,14.0,181.0,125.0,125.0,13.0,2.03,2.57,2.57,24.73,24.73,23.79
SJS,2024,SJS,SJS,Team Level,all,54,0.42,0.46,0.45,196025.0,1558.19,144.75,104.56,381.47,52.65,853.39,601.19,135.7,143.82,134.79,1446.0,692.0,894.0,3032.0,141.0,159.0,15.0,274.0,3.0,722.0,839.0,1305.0,1997.0,186.0,422.0,1498.0,1250.0,261.0,827.0,1601.0,378.0,159.0,44.58,45.91,54.26,68.0,36.0,37.0,2979.29,2138.0,2115.43,377.0,23.62,34.29,34.29,134.08,133.25,128.51,1901.64,197.25,131.32,457.59,64.81,1032.11,740.91,186.86,199.47,188.92,1753.0,871.0,993.0,3617.0,198.0,237.0,22.0,311.0,6.0,888.0,984.0,1555.0,2426.0,182.0,429.0,1580.0,1089.0,271.0,851.0,1923.0,468.0,233.0,56.68,57.73,82.84,85.0,58.0,55.0,3695.92,2624.0,2664.28,388.0,28.96,51.02,51.02,175.19,177.04,172.11
SJS,2024,SJS,SJS,Team Level,5on5,54,0.42,0.45,0.44,159079.0,1200.2,95.73,75.55,308.23,40.77,647.01,479.69,92.15,94.81,91.25,1124.0,523.0,713.0,2360.0,98.0,127.0,12.0,218.0,2.0,527.0,675.0,1026.0,1549.0,165.0,382.0,1160.0,1185.0,223.0,729.0,1272.0,279.0,96.0,34.95,34.24,26.54,60.0,24.0,14.0,2307.29,1647.0,1624.43,333.0,15.65,25.47,25.47,85.91,85.09,83.59,1517.69,133.75,100.12,381.16,51.3,826.31,604.35,126.78,135.98,128.85,1392.0,705.0,828.0,2925.0,137.0,186.0,16.0,257.0,4.0,704.0,809.0,1255.0,1960.0,159.0,375.0,1220.0,1015.0,239.0,747.0,1593.0,356.0,148.0,46.71,44.53,42.51,75.0,43.0,19.0,3003.92,2097.0,2137.28,346.0,20.77,38.0,38.49,116.03,117.88,115.53
SJS,2024,SJS,SJS,Team Level,4on5,54,0.08,0.11,0.12,15102.0,33.52,2.87,1.87,4.98,1.15,11.96,24.15,2.86,2.87,2.86,38.0,9.0,8.0,55.0,3.0,0.0,0.0,0.0,0.0,10.0,34.0,35.0,44.0,7.0,14.0,108.0,31.0,17.0,30.0,34.0,11.0,2.0,0.86,1.47,0.55,2.0,0.0,1.0,55.0,47.0,47.0,28.0,0.43,0.0,0.0,3.3,3.3,3.29,249.92,34.09,21.98,52.59,8.5,148.78,79.06,32.11,34.09,32.11,230.0,115.0,100.0,445.0,34.0,37.0,6.0,36.0,0.0,135.0,103.0,196.0,311.0,12.0,24.0,144.0,9.0,6.0,51.0,228.0,76.0,41.0,6.21,8.84,19.04,4.0,8.0,22.0,445.0,345.0,345.0,1.0,5.64,9.66,9.17,30.56,30.56,28.98
SJS,2024,SJS,SJS,Team Level,5on4,54,0.86,0.86,0.84,14848.0,212.82,25.78,18.86,47.07,6.91,127.21,63.17,22.07,25.78,22.07,180.0,109.0,107.0,396.0,20.0,23.0,1.0,38.0,1.0,113.0,94.0,160.0,269.0,11.0,20.0,144.0,16.0,13.0,55.0,205.0,51.0,33.0,5.76,5.98,14.04,3.0,7.0,10.0,396.0,289.0,289.0,7.0,5.01,6.09,6.09,24.7,24.7,22.98,42.8,4.14,2.28,6.75,1.38,13.29,29.17,4.03,4.14,4.03,45.0,12.0,9.0,66.0,4.0,3.0,0.0,4.0,1.0,8.0,37.0,41.0,53.0,7.0,14.0,121.0,47.0,19.0,33.0,42.0,9.0,6.0,1.24,1.01,1.9,2.0,2.0,0.0,66.0,57.0,57.0,28.0,0.52,0.8,0.8,3.86,3.86,3.8
PHI,2024,PHI,PHI,Team Level,other,54,0.51,0.5,0.52,8445.0,123.42,25.52,8.62,22.33,3.86,62.2,42.47,24.7,25.52,24.7,113.0,52.0,58.0,223.0,28.0,9.0,0.0,15.0,1.0,49.0,63.0,85.0,137.0,6.0,12.0,86.0,32.0,18.0,27.0,87.0,42.0,36.0,3.29,5.3,16.92,4.0,7.0,17.0,223.0,165.0,165.0,15.0,2.48,3.37,3.37,24.62,24.62,24.1,110.79,24.6,7.7,20.15,3.77,56.38,40.39,22.92,24.6,22.92,102.0,51.0,68.0,221.0,28.0,15.0,3.0,12.0,0.0,43.0,55.0,74.0,125.0,9.0,18.0,106.0,26.0,14.0,21.0,73.0,46.0,34.0,2.77,5.52,16.31,7.0,4.0,17.0,221.0,153.0,153.0,9.0,2.14,5.9,5.9,20.85,20.85,20.39
PHI,2024,PHI,PHI,Team Level,all,54,0.52,0.48,0.5,197544.0,1608.54,166.78,111.84,385.03,54.46,855.24,619.65,159.0,167.5,159.64,1472.0,721.0,841.0,3034.0,151.0,168.0,19.0,299.0,4.0,603.0,968.0,1321.0,2042.0,185.0,410.0,1518.0,1099.0,285.0,798.0,1570.0,427.0,196.0,44.98,54.9,66.9,55.0,52.0,44.0,3026.84,2193.0,2191.69,390.0,24.75,35.96,35.96,155.57,155.84,152.72,1582.77,154.45,104.43,381.36,52.72,853.96,637.08,147.45,155.22,148.16,1448.0,736.0,1069.0,3253.0,180.0,161.0,18.0,270.0,1.0,673.0,899.0,1268.0,2004.0,197.0,434.0,1490.0,1171.0,273.0,765.0,1612.0,406.0,166.0,46.36,50.79,57.3,72.0,57.0,51.0,3281.74,2184.0,2204.07,375.0,23.02,38.12,38.12,139.35,140.1,137.21
PHI,2024,PHI,PHI,Team Level,5on5,54,0.54,0.48,0.51,162285.0,1295.18,116.05,86.84,325.09,43.99,687.13,506.9,110.51,116.77,111.15,1189.0,577.0,685.0,2451.0,101.0,141.0,15.0,247.0,2.0,480.0,795.0,1088.0,1665.0,164.0,365.0,1235.0,1019.0,234.0,722.0,1303.0,338.0,125.0,37.19,43.48,35.38,48.0,38.0,15.0,2443.84,1766.0,1764.69,357.0,18.06,28.7,28.7,105.42,105.68,103.74,1246.66,98.95,78.73,316.29,41.55,679.26,508.22,95.17,99.72,95.87,1125.0,598.0,893.0,2616.0,122.0,118.0,12.0,227.0,1.0,523.0,732.0,1003.0,1601.0,175.0,387.0,1135.0,1082.0,237.0,679.0,1345.0,291.0,87.0,37.79,36.75,24.4,61.0,44.0,17.0,2644.74,1723.0,1743.07,347.0,16.3,24.25,24.5,90.74,91.5,90.04
PHI,2024,PHI,PHI,Team Level,4on5,54,0.12,0.12,0.15,12736.0,31.08,3.7,1.94,4.38,1.06,10.3,20.62,3.68,3.7,3.68,30.0,12.0,7.0,49.0,3.0,2.0,0.0,2.0,0.0,5.0,30.0,27.0,39.0,4.0,11.0,81.0,33.0,18.0,16.0,24.0,13.0,5.0,0.69,1.78,1.24,1.0,2.0,0.0,49.0,42.0,42.0,15.0,0.44,0.27,0.27,3.88,3.88,3.87,181.64,27.33,15.77,38.53,5.89,103.22,55.27,25.81,27.33,25.81,165.0,81.0,101.0,347.0,26.0,27.0,3.0,24.0,0.0,95.0,74.0,139.0,220.0,9.0,21.0,124.0,22.0,13.0,49.0,147.0,56.0,43.0,4.38,6.99,15.96,3.0,6.0,17.0,347.0,246.0,246.0,6.0,4.07,7.64,7.39,24.0,24.0,23.04
PHI,2024,PHI,PHI,Team Level,5on4,54,0.86,0.82,0.78,14078.0,158.86,21.51,14.45,33.21,5.57,95.6,49.65,20.11,21.51,20.11,140.0,80.0,91.0,311.0,19.0,16.0,4.0,35.0,1.0,69.0,80.0,121.0,201.0,11.0,22.0,116.0,15.0,15.0,33.0,156.0,34.0,30.0,3.81,4.34,13.36,2.0,5.0,12.0,311.0,220.0,220.0,3.0,3.77,3.62,3.62,21.66,21.66,21.01,43.68,3.58,2.22,6.38,1.51,15.1,33.2,3.55,3.58,3.55,56.0,6.0,7.0,69.0,4.0,1.0,0.0,7.0,0.0,12.0,38.0,52.0,58.0,4.0,8.0,125.0,41.0,9.0,16.0,47.0,13.0,2.0,1.43,1.52,0.63,1.0,3.0,0.0,69.0,62.0,62.0,13.0,0.51,0.33,0.33,3.76,3.76,3.74
NYR,2024,NYR,NYR,Team Level,other,52,0.46,0.52,0.5,6894.0,96.51,22.07,6.83,17.52,3.18,53.25,29.15,20.62,22.07,20.62,81.0,51.0,52.0,184.0,14.0,7.0,0.0,12.0,1.0,54.0,44.0,67.0,118.0,4.0,11.0,78.0,16.0,11.0,22.0,69.0,29.0,34.0,2.35,3.6,16.11,2.0,2.0,10.0,184.0,132.0,132.0,10.0,2.0,2.37,2.37,21.7,21.7,20.54,96.06,26.21,6.6,17.58,3.09,48.05,28.47,24.89,26.21,24.89,80.0,50.0,37.0,167.0,24.0,6.0,1.0,9.0,0.0,45.0,46.0,56.0,106.0,7.0,17.0,67.0,18.0,13.0,26.0,60.0,34.0,36.0,2.17,4.5,19.55,3.0,3.0,18.0,167.0,130.0,130.0,9.0,1.93,2.21,2.21,25.93,25.93,25.0
NYR,2024,NYR,NYR,Team Level,all,52,0.5,0.49,0.49,188513.0,1698.99,173.3,113.15,405.12,55.78,908.32,662.32,163.67,174.43,164.65,1545.0,773.0,835.0,3153.0,155.0,162.0,25.0,321.0,5.0,734.0,941.0,1390.0,2163.0,188.0,420.0,1560.0,1244.0,265.0,787.0,1690.0,430.0,198.0,47.85,54.56,70.89,59.0,46.0,50.0,3162.29,2318.0,2328.84,396.0,25.3,36.4,36.4,162.2,163.08,158.08,1750.9,176.41,118.29,422.39,58.2,934.69,671.02,168.47,177.19,169.25,1601.0,780.0,863.0,3244.0,160.0,180.0,15.0,276.0,4.0,739.0,1022.0,1441.0,2221.0,171.0,383.0,1345.0,956.0,264.0,858.0,1712.0,466.0,203.0,48.65,58.13,69.63,55.0,62.0,43.0,3259.8,2381.0,2389.95,393.0,26.29,36.74,36.74,165.95,166.64,162.75
NYR,2024,NYR,NYR,Team Level,5on5,52,0.49,0.49,0.49,153650.0,1316.19,114.15,83.47,329.67,43.1,698.69,523.91,109.14,115.29,110.12,1196.0,597.0,679.0,2472.0,107.0,129.0,19.0,254.0,4.0,547.0,752.0,1089.0,1686.0,172.0,385.0,1196.0,1172.0,219.0,687.0,1346.0,330.0,117.0,37.82,42.28,34.06,48.0,39.0,20.0,2481.29,1793.0,1803.84,354.0,17.38,27.31,27.31,104.22,105.11,103.17,1381.44,117.7,88.0,348.13,46.33,738.99,546.85,113.34,118.48,114.12,1272.0,614.0,727.0,2613.0,110.0,136.0,11.0,227.0,3.0,560.0,850.0,1162.0,1776.0,152.0,342.0,1057.0,905.0,234.0,752.0,1408.0,354.0,124.0,39.91,43.96,33.83,49.0,49.0,12.0,2628.8,1886.0,1894.95,354.0,18.23,27.28,27.29,108.64,109.32,107.86
NYR,2024,NYR,NYR,Team Level,4on5,52,0.15,0.16,0.19,15341.0,56.84,5.38,2.82,8.46,1.74,17.86,38.73,5.29,5.38,5.29,62.0,13.0,4.0,79.0,7.0,4.0,0.0,2.0,0.0,10.0,52.0,55.0,68.0,6.0,12.0,145.0,43.0,21.0,35.0,53.0,16.0,6.0,1.51,1.92,1.95,4.0,1.0,2.0,79.0,75.0,75.0,26.0,0.65,0.81,0.81,5.22,5.22,5.17,241.19,29.71,22.34,52.22,7.84,137.92,72.97,27.47,29.71,27.47,219.0,104.0,89.0,412.0,23.0,36.0,3.0,39.0,1.0,127.0,97.0,196.0,300.0,8.0,16.0,122.0,11.0,6.0,55.0,212.0,71.0,40.0,5.67,8.87,15.17,1.0,9.0,13.0,412.0,323.0,323.0,7.0,5.81,6.71,6.71,28.81,28.81,27.3
NYR,2024,NYR,NYR,Team Level,5on4,52,0.92,0.89,0.88,12628.0,229.46,31.7,20.03,49.48,7.75,138.52,70.52,28.62,31.7,28.62,206.0,112.0,100.0,418.0,27.0,22.0,6.0,53.0,0.0,123.0,93.0,179.0,291.0,6.0,12.0,141.0,13.0,14.0,43.0,222.0,55.0,41.0,6.17,6.75,18.78,5.0,4.0,18.0,418.0,318.0,318.0,6.0,5.26,5.91,5.91,31.05,31.05,29.21,32.2,2.79,1.34,4.46,0.93,9.73,22.74,2.76,2.79,2.76,30.0,12.0,10.0,52.0,3.0,2.0,0.0,1.0,0.0,7.0,29.0,27.0,39.0,4.0,8.0,99.0,22.0,11.0,25.0,32.0,7.0,3.0,0.91,0.8,1.08,2.0,1.0,0.0,52.0,42.0,42.0,23.0,0.31,0.54,0.53,2.58,2.58,2.58
NJD,2024,NJD,NJD,Team Level,other,54,0.63,0.57,0.58,8419.0,130.32,33.75,9.87,23.37,4.74,66.77,38.52,30.74,33.75,30.74,112.0,65.0,58.0,235.0,24.0,22.0,1.0,17.0,1.0,66.0,47.0,88.0,153.0,5.0,12.0,89.0,33.0,6.0,21.0,78.0,46.0,53.0,3.36,5.7,24.68,3.0,6.0,15.0,235.0,177.0,177.0,6.0,2.88,6.36,6.36,30.26,30.26,28.59,91.92,19.63,6.39,17.33,3.07,51.13,30.44,17.63,19.63,17.63,78.0,50.0,48.0,176.0,18.0,8.0,0.0,14.0,2.0,45.0,41.0,60.0,110.0,4.0,8.0,76.0,30.0,5.0,24.0,67.0,32.0,29.0,2.88,3.45,13.3,4.0,3.0,11.0,176.0,128.0,128.0,8.0,1.83,1.43,1.93,19.54,19.54,17.74
NJD,2024,NJD,NJD,Team Level,all,54,0.56,0.53,0.52,196018.0,1759.09,198.35,122.84,419.92,59.91,927.3,657.66,186.24,199.5,187.29,1596.0,790.0,1036.0,3422.0,167.0,222.0,22.0,311.0,3.0,751.0,932.0,1429.0,2219.0,191.0,438.0,1511.0,1280.0,239.0,811.0,1661.0,468.0,257.0,48.08,58.65,91.62,57.0,49.0,61.0,3449.74,2386.0,2404.44,392.0,27.76,48.88,49.43,176.68,177.61,171.47,1590.7,157.41,106.41,392.0,54.33,857.8,622.04,146.16,157.03,145.77,1397.0,793.0,884.0,3074.0,136.0,171.0,15.0,294.0,5.0,665.0,919.0,1261.0,2054.0,191.0,433.0,1500.0,1197.0,250.0,809.0,1624.0,384.0,182.0,46.25,47.33,63.83,58.0,46.0,32.0,3048.79,2190.0,2175.29,367.0,23.7,33.82,33.91,147.2,146.51,140.02
NJD,2024,NJD,NJD,Team Level,5on5,54,0.54,0.52,0.51,158777.0,1336.02,119.66,86.88,338.29,45.45,709.04,521.67,114.35,120.81,115.4,1190.0,631.0,832.0,2653.0,103.0,159.0,15.0,249.0,1.0,550.0,759.0,1087.0,1718.0,176.0,406.0,1164.0,1181.0,205.0,705.0,1347.0,336.0,138.0,37.81,42.39,39.47,47.0,34.0,22.0,2680.74,1821.0,1839.44,358.0,18.09,32.35,32.9,104.86,105.78,103.97,1258.98,101.62,78.94,326.52,43.17,683.13,506.61,97.87,101.25,97.48,1110.0,630.0,718.0,2458.0,92.0,125.0,11.0,250.0,2.0,523.0,748.0,1018.0,1648.0,175.0,401.0,1185.0,1112.0,223.0,710.0,1341.0,301.0,98.0,37.22,37.33,27.07,46.0,36.0,10.0,2432.79,1740.0,1725.29,330.0,16.37,23.79,23.38,94.61,93.93,92.62
NJD,2024,NJD,NJD,Team Level,4on5,54,0.13,0.15,0.16,14660.0,38.04,4.57,2.12,5.5,1.26,12.26,25.3,4.36,4.57,4.36,41.0,10.0,13.0,64.0,4.0,5.0,0.0,2.0,0.0,7.0,33.0,37.0,47.0,3.0,6.0,114.0,34.0,16.0,22.0,31.0,14.0,6.0,1.01,1.83,1.73,2.0,1.0,1.0,64.0,51.0,51.0,16.0,0.48,0.74,0.73,4.32,4.32,4.31,196.57,31.35,18.68,41.87,6.6,110.48,57.02,26.05,31.35,26.05,165.0,101.0,108.0,374.0,23.0,34.0,4.0,28.0,0.0,89.0,92.0,142.0,243.0,8.0,16.0,123.0,20.0,9.0,42.0,181.0,35.0,50.0,4.96,4.35,22.03,6.0,6.0,11.0,374.0,266.0,266.0,2.0,4.95,7.79,7.79,28.51,28.51,25.14
NJD,2024,NJD,NJD,Team Level,5on4,54,0.89,0.88,0.86,14162.0,254.71,40.38,23.97,52.76,8.46,139.24,72.17,36.79,40.38,36.79,253.0,84.0,133.0,470.0,36.0,36.0,6.0,43.0,1.0,128.0,93.0,217.0,301.0,7.0,14.0,144.0,32.0,12.0,63.0,205.0,72.0,60.0,5.89,8.74,25.75,5.0,8.0,23.0,470.0,337.0,337.0,12.0,6.31,9.44,9.44,37.25,37.25,34.61,43.23,4.8,2.4,6.28,1.49,13.07,27.97,4.61,4.8,4.61,44.0,12.0,10.0,66.0,3.0,4.0,0.0,2.0,1.0,8.0,38.0,41.0,53.0,4.0,8.0,116.0,35.0,13.0,33.0,35.0,16.0,5.0,1.18,2.2,1.42,2.0,1.0,0.0,66.0,56.0,56.0,27.0,0.54,0.8,0.8,4.54,4.54,4.52
OTT,2024,OTT,OTT,Team Level,other,53,0.48,0.52,0.51,8853.0,112.45,23.25,8.21,19.9,4.02,65.71,37.92,21.09,23.25,21.09,106.0,53.0,60.0,219.0,26.0,8.0,0.0,21.0,0.0,59.0,45.0,80.0,133.0,3.0,6.0,105.0,26.0,11.0,21.0,84.0,42.0,33.0,3.65,4.97,14.63,8.0,10.0,8.0,219.0,159.0,159.0,9.0,2.42,2.26,2.26,23.4,23.4,21.57,109.08,25.35,7.6,20.77,3.96,59.45,33.88,22.85,25.35,22.85,108.0,43.0,55.0,206.0,17.0,17.0,0.0,17.0,0.0,52.0,48.0,91.0,134.0,3.0,6.0,93.0,25.0,14.0,23.0,82.0,30.0,39.0,3.22,4.09,18.04,3.0,4.0,10.0,206.0,151.0,151.0,11.0,2.28,4.11,4.11,23.52,23.52,21.95
OTT,2024,OTT,OTT,Team Level,all,53,0.49,0.52,0.52,192332.0,1682.22,155.3,111.26,406.05,57.06,924.38,665.95,149.01,156.22,149.9,1582.0,738.0,910.0,3230.0,152.0,150.0,18.0,335.0,4.0,719.0,960.0,1430.0,2168.0,202.0,440.0,1588.0,1356.0,270.0,699.0,1738.0,415.0,167.0,48.5,50.6,56.21,58.0,51.0,43.0,3252.7,2320.0,2332.8,332.0,24.91,28.3,28.3,151.91,152.54,148.52,1544.0,159.62,101.53,375.25,52.2,832.98,600.4,148.17,159.16,147.74,1449.0,673.0,888.0,3010.0,141.0,161.0,22.0,296.0,7.0,641.0,876.0,1308.0,1981.0,222.0,490.0,1444.0,1281.0,247.0,826.0,1553.0,374.0,195.0,43.35,47.55,68.73,44.0,48.0,49.0,2990.45,2122.0,2111.52,396.0,22.86,34.42,34.42,148.06,147.6,140.49
OTT,2024,OTT,OTT,Team Level,5on5,53,0.51,0.51,0.52,153069.0,1296.72,100.23,79.92,330.52,43.92,706.95,526.48,97.15,101.14,98.04,1210.0,578.0,714.0,2502.0,85.0,111.0,13.0,264.0,4.0,544.0,780.0,1125.0,1703.0,181.0,400.0,1169.0,1293.0,222.0,605.0,1400.0,289.0,99.0,37.5,35.7,27.04,39.0,27.0,19.0,2524.7,1788.0,1800.8,303.0,16.52,21.99,22.14,94.61,95.23,93.92,1194.99,96.86,74.52,307.29,40.8,648.64,484.9,93.3,96.39,92.86,1113.0,540.0,731.0,2384.0,96.0,120.0,18.0,232.0,5.0,489.0,711.0,1017.0,1557.0,194.0,438.0,1112.0,1215.0,199.0,722.0,1282.0,268.0,103.0,34.76,34.19,27.91,40.0,34.0,22.0,2364.45,1653.0,1642.52,353.0,15.45,22.95,23.47,88.84,88.37,86.83
